标题,主题,内容
关于自行打印2019年10月广东省自学考试准考证的温馨提醒.txt,"[{'准考证': 1.0}, {'打印': 0.7300740226307496}, {'考试': 0.6514100391141874}, {'自学': 0.5160603934268966}, {'广东省': 0.3372486593369925}]","各位考生：
    根据《关于广东省自学考试实施自行打印准考证的通知》（粤考办〔2018〕18号）和《广东省2019年10月高等教育自学考试网上报考须知》，2019年10月我省自学考试准考证打印通道定于2019年10月9日上午10时开通，考生可登录广东省自学考试管理系统（http://www.eeagd.edu.cn/selfec/）自行打印。打印准考证时务必严格按照《打印准考证操作流程》（详见附件1），登录系统后点击【下载准考证】按钮下载准考证PDF文件并打印（准考证式样参阅附件2），不得用打印截图、网页等方式替代，不得在纸质准考证上（包括正面、背面）做任何标记。
    所有考生均须凭当期报考后网上打印的准考证及本人有效身份证（不含电子身份证）参加考试，之前发放的我省自学考试卡片式准考证不再作为参加考试的凭证。自行打印的准考证上将标明本次考试座位安排信息，建议广大考生尽早打印，妥善保管，以免影响参加考试。
    附件：1.打印准考证操作流程
          2.广东省自学考试准考证参考式样
广东省自学考试委员会办公室
2019年9月30日 
2019年10月自考打印准考证提醒.doc
"
广东省2020年1月高等教育自学考试网上报考须知.txt,"[{'报考': 1.0}, {'考试': 0.9403050072096909}, {'考生': 0.9291958299354394}, {'自学': 0.6478953764939926}, {'广东省': 0.44815060812999186}]","　　一、报名条件
　　广东省高等教育自学考试于2020年1月4-5日举行。凡在我省居住和工作的中华人民共和国公民，不受性别、年龄、民族、种族和已受教育程度的限制，均可参加我省自学考试。港澳和台湾同胞、海外侨胞及外籍人士，也可参加我省自学考试。服刑人员经有关部门批准后也可参加我省自学考试。
　　二、报名报考时间
　　广东省2020年1月高等教育自学考试新生报名时间为2019年11月21日9:00-25日11:00；考生报考时间为2019年11月25日15:00-28日17:00，缴费截止时间为11月29日17:00。
　　三、考生报名报考手续
　　首次参加自学考试的新考生须先办理新生报名手续，然后才可选择课程报考。已进行过新生报名并取得准考证号的考生可直接报考，具体操作流程详见附件1。
　　（一）新生报名  
　　新生报名分预报名和正式报名两个阶段。
　　1.预报名。新生通过广东省自学考试管理系统（网址：https://www.eeagd.edu.cn/selfec/，下同），从【考生入口】通道进行预报名。根据《关于广东省高等教育自学考试专业调整有关事项的通知》（粤考委〔2018〕1号）规定，新生报名只能选择调整后的专业名称。预报名时考生须录入个人信息并设置个人密码，预报名成功后将得到唯一的预报名号，预报名号仅当次有效。考生预报名成功后还须完成本人手机绑定方能进行正式报名。
　　2.正式报名。新生凭当期预报名号在规定的时间内到市、县（区）考办指定报名点按要求正式报名，考生正式报名时须携带有效身份证进行电子摄像，同时打印、确认报名资料，并获得一个唯一的准考证号码。所有考生务必牢记本人准考证号，报考时须使用该准考证号方能报考。
　　（二）考生报考
　　所有考生均须通过广东省自学考试管理系统从【考生报考】通道进行报考，并进行网上缴费。考生报考时如未绑定联系手机，则须先完成本人手机绑定方可报考，需要修改已绑定手机的也可通过报考菜单栏的【手机绑定】功能进行解绑和重新绑定。
　　考生进入自学考试管理系统报考页面，须认真、完整阅读并同意报考须知的全部内容（含《广东省自学考试诚信报考承诺书》，见附件2）后方能报考。在开展建立自学考试诚信报考档案试点的地市（广州、深圳、清远），考生违背《广东省自学考试诚信报考承诺书》，当期考试缺考2门课程或以上，将被认定为无故缺考，并记入考生诚信报考档案；在省考办组织的下一期自学考试中，在建立诚信报考档案试点的地市只能报考不超过2门课程，非试点地市仍可自由报考。考生应根据自身实际情况合理报考，诚信应考。
　　每个考生每次考试只能报考一次，且只能选择一个考区参加考试，在保存或修改报考信息时须进行短信验证，以确认是考生本人操作，报考时确认的联系手机和通信地址将作为各级自考办当次考试联系考生的重要渠道，考生务必认真核对，确保准确无误，因填写错误或填写他人手机号码导致的后果由考生承担。考生在确认报考信息前，须认真核对选择的考区和报考课程是否正确。考区和报考课程一经考生确认，不得增加、删减、更改，确认报考后所交报考费一旦网上缴纳，不予退还。考生缴费后务必再次登录自学考试管理系统，检查交费状态是否为“已缴费”，以此确认是否报考成功，如遇问题须及时与各市自考办联系，报考缴费截止后，不再接受考生缴费。
　　未曾提供电子相片的考生在报考前必须先提供指定规格的电子相片（见附件3），或到地市考办指定报名点现场采集，新生在正式报名时已采集电子相片的，报考时不用提供。
　　四、打印准考证
　　我省自学考试实行网上自行打印准考证，准考证上将载明考生参加当次各科考试的座位信息。准考证用普通A4纸打印，严禁伪造、变造或擅自涂改，严禁在准考证正反面做任何标记。所有考生均须凭网上自行打印的当次考试的准考证及本人有效身份证（含临时身份证、公安机关出具的用于参加国家教育考试的带照片的身份证明，不含电子身份证；军人、港澳和台湾同胞、海外侨胞及外籍人士可持考籍登记的对应证件）参加考试，省自考办原发放的卡片式准考证不再作为参加考试的凭证。
　　考试开始前10天内，考生可登录广东省自学考试管理系统打印准考证，打印中如遇问题，可向当地市自考办咨询。
　　五、违规处理 
　　广东省自学考试委员会办公室将严格按照《国家教育考试违规处理办法》及相关规定严肃处理违纪作弊考生，并如实将相关信息记入诚信档案，涉嫌组织作弊、替考等违法犯罪行为的，移交有关部门处理，广大考生务必诚信应考。
　　考试违规处理事先告知书和违规处理决定书将依据当次报考时考生确认绑定的联系手机和通信地址邮寄，考生须保持通讯畅通。考生也可在成绩公布后，通过广东省自学考试管理系统查询违规处理的相关情况。
　　关于成绩公布及其他未尽事宜，请考生密切关注广东省教育考试院官方微信（微信号：gdsksy）和网站（网址：http://eea.gd.gov.cn）相关讯息。
　　附件：1.2020年1月广东省高等教育自学考试报名报考流程图
　　2.广东省自学考试诚信报考承诺书
　　3.广东省高等教育自学考试电子相片采集标准
　　广东省自学考试委员会办公室
　　2019年11月15日    
广东省2020年1月高等教育自学考试网上报考须知附件.doc
"
江苏省2020年1月自考报名网上咨询会将于12月2日开始.txt,"[{'咨询会': 1.0}, {'教育': 0.8741185387244683}, {'考试院': 0.834635117745607}, {'考试': 0.8204105442940943}, {'考生': 0.8005692993311964}]","江苏省2020年1月自考报名网上咨询会
将于12月2日开始
我省2020年1月高等教育自学考试报名工作将于12月1日-5日进行。为了使社会更好地了解高等教育自学考试制度，做好自学考试政策咨询工作，江苏省教育考试院将于12月2日-5日开展2020年1月自考报名网上咨询会。
本次“自考报名网上咨询会”特别提醒考生：
开通时间：2019年12月2日-5日，具体咨询时间为：每天上午9∶00-11∶00，下午2∶30-4∶30。
举办形式：考生与省教育考试院、市考办、主考学校的老师在网上或手机微信平台实时互动，咨询报名考试过程中遇到的疑惑问题和相关自考政策。
参会方式：考生访问江苏省教育考试院网站（www.jseea.cn）,然后点击网站页面左侧上方“当前热点”栏目中的“2020年上半年自考报名网上咨询会”图标，进入网上咨询会界面。或通过手机微信关注省教育考试院官方微信“江苏招生考试”（微信号：jszsksb）点击下方菜单栏进入咨询会页面进行咨询。
"
江苏省2020年1月自学考试准考证即日开放打印.txt,"[{'打印': 1.0}, {'准考证': 0.7431995971335809}, {'考生': 0.5840680714515417}, {'考试': 0.3904672856556645}, {'信息': 0.38885327560094635}]","江苏省2020年1月自学考试准考证即日开放打印 
江苏省2020年1月高等教育自学考试将于1月4、5日举行。即日起，考生可登录江苏省教育考试院官网(www.jseea.cn)或江苏教育考试公众信息服务平台(sdata.jseea.cn)打印准考证。请考生在考前尽早打印，仔细查阅准考证上的注意事项、考点地址等信息，提前熟悉考点，查询路线，避免因未能及时打印准考证或未能准确了解相关信息而影响考试。
一、准考证打印网址
https://sdata.jseea.cn/tpl_front/shzk/llkcbk/queryPrintTZSNew.html
二、准考证打印及使用注意事项
    1.准考证需下载打印，不能打印准考证的考生请按提示尽快与所辖区考办联系处理，以免影响考试。
    2.请使用空白A4纸打印，黑白或彩色打印均可。
    3.请考生使用360浏览器极速模式访问打印网址，进行下载打印。
4.考生需携带身份证、准考证（简称“两证”）参加考试，准考证不得遗失、涂改，考生须妥善保管。
"
关于延期开展2020年上半年自学考试转考工作的提醒.txt,"[{'考试': 1.0}, {'教育': 0.9274486166384756}, {'工作': 0.8459409888522849}, {'转考': 0.6943924650074901}, {'考试院': 0.5674696635012925}]","关于延期开展2020年上半年自学考试转考工作的提醒
省教育考试院再次提醒广大考生：
为确保广大考试工作人员和考生的身体健康和生命安全，切实做好疫情防控，省教育考试院已于2月14日发布了《江苏省教育考试院关于疫情防控期间教育招生考试有关工作安排的通告》，原定于2月21日至27日自学考试省际转考网上申请工作和原定于2月26日至28日自学考试省际转考现场确认工作延期开展，具体办理时间另行公布。
江苏省教育考试院
2020年2月24日
"
2020年1月江苏省自学考试考前提醒.txt,"[{'考试': 1.0}, {'考生': 0.6062765433189556}, {'教育': 0.29648774065600336}, {'规定': 0.23250723064403075}, {'填写': 0.20775877695909348}]","2020年1月江苏省自学考试考前提醒
2020年1月江苏省高等教育自学考试将于1月4日和5日进行。预计2020年2月下旬在省教育考试院官网（www.jseea.cn）和江苏教育考试公众信息服务平台(sdata.jseea.cn)发布本次考试成绩。
省教育考试院特别提醒广大考生:
1.自学考试每门课程笔试的考试时间为150分钟。上午为9：00—11：30，下午为2：30—5：00。考生在考前30分钟须持本人当次考试的“准考证”和有效期内的“二代居民身份证”进入考场，证件不符或不全者不得进入考场。
2. 考生考前要认真阅读“考生诚信考试承诺书”。入场时，将采用考务通“刷证”、“刷脸”验证考生身份；且须在本考场“考生诚信考试承诺签名册”规定栏内签字。 
3.开考15分钟后，禁止迟到考生入场参加考试。考生交卷出场时间不得早于每课程考试结束前30分钟。中途离场考生必须交卷，离场后不得以任何理由再进场继续考试。
4.考生必须严格遵守国家有关法律、法规和考试的有关规定，诚信参加考试。只准携带0.5毫米黑色墨水的签字笔、2B铅笔、圆规、直尺、三角板、橡皮等必需的文具（部分规定课程可带水彩笔、不带存贮功能的普通计算器）。严禁携带手机、对讲机、智能手表等具有通讯或存贮功能的设备进入考场。
5. 考生必须按要求填写“笔迹采集卡”，未按要求填写“笔迹采集卡”的，当科考试成绩无效。
6. 考生必须在试卷指定的位置上正确、清楚地填写考试号、准考证号、姓名等。如填写错误或不清，其后果自负。考生不能将考试号、姓名、准考证号等填写在试卷密封线以外的地方，不准做任何标记，否则按考试违规处理。
7.答题字迹要工整清楚，禁止使用涂改液或胶带纸。
8．《中华人民共和国刑法》新增了考试作弊罪的条款。在法律规定的国家考试中组织作弊的，处三年以下有期徒刑或者拘役，并处或者单处罚金；情节严重的，处三年以上七年以下有期徒刑，并处罚金。
考试期间，对于有违规行为的考生，一经查实，将根据中华人民共和国教育部令第33号《国家教育考试违规处理办法》严肃处理，并将违规事实按照《关于进一步加强国家教育考试诚信档案管理工作的通知》文件要求报送诚信档案数据至教育部考试中心，这将与本人的高等教育自学考试毕业生电子注册档案中的诚信数据相挂钩。
9.考试期间，各考点将设立考风考纪举报箱，并向社会公布举报电话。
10.如有不法分子向自考生兜售试题答案，请广大自考生提高警惕，不要轻信，谨防上当受骗！
"
关于2020年上半年江苏省自学考试省际转考工作的相关说明.txt,"[{'考生': 1.0}, {'现场': 0.8735030590772493}, {'转入': 0.8047238099260591}, {'时间': 0.7345636584644123}, {'确认': 0.7201144995330245}]","关于2020年上半年江苏省自学考试
省际转考工作的相关说明
一、转出办理
考生因户口迁移或工作变动需要转往外省参加考试的，可办理考籍转出手续。
（一）办理流程
考生本人登录江苏省教育考试公众信息服务平台（http://sdata.jseea.cn）提交转考申请，并在规定时间内携带本人身份证到所属设区市自考办进行现场确认。对完成现场确认手续的考生，由省教育考试院统一转出考籍档案，考生根据转入省的规定时间在转入省办理转入手续。
（二）办理时间
1．网上申请时间：2020年2月21日9:00至2月27日17:00。
2．现场确认时间：2020年2月26日至2月28日（具体作息时间请以各自考办作息时间为准）。
二、转入办理
（一）办理流程
考生本人登录江苏省教育考试公众信息服务平台（http://sdata.jseea.cn）查询到转入信息后，需在规定时间内携带本人身份证到转入所属设区市自考办进行现场确认。逾期未现场确认的，考籍电子档案作退回原转出地处理。
（二）办理时间
1. 2020年上半年外省转入的考生考籍电子档案信息公布时间：2020年3月18日。
2.现场确认时间：2020年3月18日至3月20日（具体作息时间请以各自考办作息时间为准）。
提醒：现场确认时，请自考生提供转考的江苏省的准考证号给现场工作人员。
"
江苏省2020年1月高等教育自学考试成绩将于2月24日公布.txt,"[{'考生': 1.0}, {'复核': 0.8100703874052114}, {'考试': 0.736510347899906}, {'自学': 0.6267237349233911}, {'教育': 0.6018860776896297}]","江苏省2020年1月高等教育自学考试成绩
将于2月24日公布
我省2020年1月高等教育自学考试成绩将于2月24日下午5：00向社会发布，考生可通过省教育考试院网站（www.jseea.cn）或江苏教育考试公众信息服务平台（sdata.jseea.cn）查询。
为切实做好疫情防控工作，保障广大考生和涉考工作人员的生命安全和身体健康，成绩发布后，各地暂停现场受理对本次考试成绩存疑考生的成绩复核申请，具体现场受理开放时间，视疫情形势变化另行通知。请广大考生及时关注省教育考试院网站及微信公众号“江苏招生考试”发布的公告。
如有特殊情况急需申请成绩复核的考生，须准确填写《江苏省2020年1月自学考试成绩复核申请表》（见附件），并连同身份证复印件和准考证复印件一起，于2月29日前（以寄出邮戳时间为准）邮寄至我院一楼自学考试咨询接待中心。我院将根据考生提交的申请予以复核，并按考生成绩复核申请表上所留联系方式通知复核结果。凡逾期、材料不符或不全的，不予受理。
邮寄地址：南京市鼓楼区北京西路15-2号江苏省教育考试院自学考试咨询接待中心，邮政编码：210024，联系电话：025-83235887。
    感谢大家的理解与支持。
"
关于推迟2020年4月江苏省高等教育自学考试时间和网上报名工作的通告   .txt,"[{'考试': 1.0}, {'自学': 0.7914571216351698}, {'工作': 0.7757952510073697}, {'防控': 0.47377782758791753}, {'疫情': 0.4710161869068647}]","关于推迟2020年4月江苏省高等教育自学考试时间
和网上报名工作的通告
按照国家和我省关于做好新冠肺炎疫情防控的工作部署，切实保障广大考生的生命安全和身体健康，根据教育部《关于2020年4月全国高等教育自学考试延期举行的公告》要求，现将我省2020年4月高等教育自学考试有关事项通告如下。
原定于4月11日至12日举行的全国高等教育自学考试推迟举行，原定于3月1日至10日进行的高等教育自学考试网上报名工作相应推迟进行，具体时间将根据疫情防控进展情况，依照教育部安排另行通知。
请广大考生密切关注我院门户网（www.jseea.cn）以及微信公众号“江苏招生考试 ”发布的后续信息。
感谢广大考生对有关工作调整安排的理解和支持！
                         江苏省教育考试院
                         2020年2月27日
"
自学考试专业考试计划简编(2015版).txt,"[{'考试': 1.0}, {'计划': 0.5219818461450513}, {'专业': 0.5158403847472041}, {'自学': 0.41983059159645664}, {'简编': 0.4168487786641023}]","自学考试专业考试计划简编(2015版)
"
关于2020年上半年自考转考延期的公告.txt,"[{'转考': 1.0}, {'要求': 0.9737000630223468}, {'恢复': 0.7518401386664791}, {'工作': 0.7472715947400315}, {'进行': 0.7460668922836607}]","根据教育部考试中心通知要求，为切实做好疫情防控，2020年上半年自考转考等相关工作延期进行。恢复办理转考的时间另行通知。
	特此公告！
	                            安徽省教育招生考试院
	                               2020年2月19日
"
安徽省2020年4月高等教育自学考试网上报名工作将于2019年12月1日09:00-10日18:00进行.txt,"[{'报名': 1.0}, {'考生': 0.7392769092053216}, {'照片': 0.6340040843225276}, {'进行': 0.5308498914511179}, {'报考': 0.5226198988645694}]","  安徽省2020年4月高等教育自学考试报名工作将于2019年12月1日09:00-10日18:00进行。    一、考试时间及科目    2020年4月份考试时间为4月11-12日。开考科目、专业计划、教材版本及自考政策等信息可在我院门户网站（网址：www.ahzsks.cn）相关栏目进行查询。    二、报名网址    报名网址为http://zk.ahzsks.cn/。系统限定每位考生在整个报名期间只能报考一次（最多能报四门课程），考生如报考多个专业也必须一次性完成。报名缴费成功后，考生无法再进行补报、改报。报名网站不提供教材征订，考生可根据我院公布的教材版本自行购买。    三、支付方式    报名平台引进了第三方支付方式进行网上缴费，支持中国银行、中国建设银行、中国工商银行、中国农业银行、交通银行、中国光大银行、招商银行、中信银行等多家银行的网银和信用卡。    四、新生照片上传    第一次参加自考的新生可通过网上直接上传照片（已有照片的老考生无须上传照片），具体方法是：新生登录报名首页注册后，获取准考证号，用准考证号登录系统，完成支付报名成功后，点击左侧菜单栏的“照片上传”，按要求上传规定格式的照片。数码照片格式如下：    144宽×192高像素，分辨率300dpi以上，大小在15kb，文件格式为jpg，照片为免冠、露双耳、露双眉正面单色背景的标准像。    上传后次日再次登录查询“照片审核结果”，审核不通过可再次上传直至审核通过。反复多次审核不通过的可联系报考所在市教育考试机构。未成功上传电子相片或照片审核不通过的考生，将无法参加考试。该照片也将用于毕业证书，请考生务必按规定格式上传。    五、特定考生报名    无二居民代身份证的港澳台或境外人员等，首次报考时，须携带证件到报考所在市教育考试机构注册，用注册后获得的准考证号到网上报名。有二代居民身份证件的，请直接在网上自行注册报名。    公安管理专业本专科为公安行业内委托开考的专业，对考生资格有严格要求，新生报考该专业时，须先到安徽公安职业学院进行资格审核，审核通过后由审核人将准考证号和公安管理专业进行绑定，已绑定专业的老考生和新考生即可以登录系统进行报考。 报考该专业更多信息请咨询安徽公安职业学院继续教育中心，电话：0551-65381298；地址：合肥市高新区望江西路559号。     监狱服刑人员第一次报考前，需由监狱管理人员到所在市考试机构集体注册，取得准考证号后再通过报名网站报名；已有准考证号的监狱服刑人员可以直接报名。    六、其他    如有重复性扣款或已缴费且报名未成功的情况，我院会在报名结束一个月左右集中处理退款。     附件：自考网上报名流程.pdf                        安徽省教育招生考试院                         2019年11月25日             
"
安徽省2019年10月高等教育自学考试网上报名将于2019年6月1-10日进行.txt,"[{'报名': 1.0}, {'考生': 0.6824993703231933}, {'照片': 0.6053365874628176}, {'上传': 0.4946787719293983}, {'进行': 0.473995497735876}]","安徽省2019年10月高等教育自学考试报名工作将于2019年6月1日09:00-10日18:00进行。
一、考试时间及科目
2019年10月份考试时间为10月19-20日。开考科目、专业计划、教材版本及自考政策等信息可在我院门户网站（网址：www.ahzsks.cn）相关栏目进行查询。
二、报名网址
报名网址为http://zk.ahzsks.cn/。系统限定每位考生在整个报名期间只能报考一次（最多能报四门课程），考生如报考多个专业也必须一次性完成。报名缴费成功后，考生无法再进行补报、改报。报名网站不提供教材征订，考生如有需要，可登录www.ahxcks.com订购教材。
三、支付方式
报名平台引进了第三方支付方式进行网上缴费，支持中国银行、中国建设银行、中国工商银行、中国农业银行、交通银行、中国光大银行、招商银行、中信银行等多家银行的网银和信用卡。
四、新生照片上传
第一次参加自考的新生可通过网上直接上传照片（已有照片的老考生无须上传照片），具体方法是：新生登录报名首页注册后，获取准考证号，用准考证号登录系统，完成支付报名成功后，点击左侧菜单栏的“照片上传”，按要求上传规定格式的照片。数码照片格式如下：
144宽×192高像素，分辨率300dpi以上，大小在15kb，文件格式为jpg，照片为免冠、露双耳、露双眉正面单色背景的标准像。
上传后次日再次登录查询“照片审核结果”，审核不通过可再次上传直至审核通过。反复多次审核不通过的可联系报考所在市教育考试机构。未成功上传电子相片或照片审核不通过的考生，将无法参加考试。该照片也将用于毕业证书，请考生务必按规定格式上传。
五、特定考生报名
无二居民代身份证的港澳台或境外人员等，首次报考时，须携带证件到报考所在市教育考试机构注册，用注册后获得的准考证号到网上报名。有二代居民身份证件的，请直接在网上自行注册报名。
公安管理专业本专科为公安行业内委托开考的专业，对考生资格有严格要求，新生报考该专业时，须先到安徽公安职业学院进行资格审核，审核通过后由审核人将准考证号和公安管理专业进行绑定，已绑定专业的老考生和新考生即可以登录系统进行报考。 报考该专业更多信息请咨询安徽公安职业学院继续教育中心，电话：0551-65381298；地址：合肥市高新区望江西路559号。 
监狱服刑人员第一次报考前，需由监狱管理人员到所在市考试机构集体注册，取得准考证号后再通过报名网站报名；已有准考证号的监狱服刑人员可以直接报名。
六、其他
如有重复性扣款或已缴费且报名未成功的情况，我院会在报名结束一个月左右集中处理退款。
附件: 自考网上报名操作示例图
安徽省教育招生考试院
2019年5月27日
"
安徽省2019年10月高等教育自学考试成绩发布公告.txt,"[{'考生': 1.0}, {'考试': 0.9627502375123329}, {'安徽省': 0.8224532912178597}, {'成绩': 0.6757128765609285}, {'自学': 0.6614590846008093}]","	我省2019年10月高等教育自学考试阅卷工作已经顺利完成，成绩已公布，考生可登录安徽省高等教育自学考试考生服务平台（http://zk.ahzsks.cn)查询。如考生对考试成绩有疑问，可以在11月12日之前，根据各市教育考试机构安排的时间、地点申请成绩复核，逾期不予受理。
安徽省教育招生考试院
2019-11-5 
"
2019年10月高等教育自学考试温馨提示.txt,"[{'考生': 1.0}, {'答题卡': 0.8023252097684149}, {'考试': 0.7900813828896168}, {'考场': 0.5205317401695373}, {'答题': 0.4996068582717599}]","2019年10月高等教育自学考试将于10月19-20日进行，考试时间为上午9：00—11:30，下午2:30—5:00。考生网上打印准考证时间为：10月15日9:00—18日17:30，打印准考证网址：zk.ahzsks.cn。
我省自学考试实行网上评卷。考生须在答题卡上作答。同时，因笔迹信息采集需要，考生须在答题卡指定区域认真誊抄规定内容。不按规定誊抄笔迹的，考试成绩无效。
请考生在考前认真阅读知晓《考场规则》和《安徽省高等教育自学考试答题卡填写注意事项》。
省考试院提醒各位考生：
1.提前到达考点，以免耽误考试。
2.携带2B铅笔、0.5mm黑色墨迹签字笔、橡皮擦等考试所需的文具。
3.请广大考生切实增强法治意识，自觉遵守考试纪律，诚信应考。教育部《国家教育考试违规处理办法》（教育部33号令），对国家教育考试中的违规违纪行为的界定及处罚作了明确地规定。
《中华人民共和国刑法》（修正案九）规定：在法律规定的国家考试中，组织作弊的，处三年以下有期徒刑或者拘役，并处或者单处罚金；情节严重的，处三年以上七年以下有期徒刑，并处罚金。其中代替他人或者让他人代替自己参加考试的；为他人提供作弊器材或帮助的；向他人非法出售或者提供试题、答案的等三种情况，将被追究刑事责任。
对违纪、作弊的考生，除了按照《国家教育考试违规处理办法》进行处理并记入考生诚信考试电子档案外，其违纪、违规行为和处理结果也将记入考生的毕业生登记表。
请考生务必认真学习，掌握相关内容，避免因不了解考试纪律规定带来不必要的损失。
祝广大考生考试顺利！
附件：1.安徽省高等教育自学考试答题卡填写注意事项
2.考场规则
安徽省教育招生考试院                                              
    2019年10月9日
附件1：
安徽省高等教育自学考试答题卡填写注意事项
   安徽省高等教育自学考试均采用答题卡作答形式。考生注意在答题卡指定的横线上和书写方框内填写个人信息。每个书写方框只能填写一个阿拉伯数字。并保持答题卡卷面整洁，不得折叠、破损、污染，不能在非填涂区域乱写乱画。
一、填涂答题卡所需文具
1.2B铅笔；2.橡皮擦；3.0.5mm黑色签字笔；4.各科目大纲规定以内的物品。
二、填涂方法
    拿到答题卡后，要认真检查有无破损或污迹，若有出现上述情况则举手要求监考员更换，具体填涂方法如下：
    1.在答题卡的左上部份课程代码、准考证号、座号和笔迹确认的方格内信息，以及课程名称、考生签名、联系电话和日期等信息，考生用0.5mm黑色签字笔填写；课程代码、准考证号和座号方格下的信息点使用2B铅笔正确涂满涂黑。　
    2.正式答题前，考生应按照笔迹采集要求，使用0.5mm黑色签字笔规范准确的誊抄相关内容，如不按要求誊抄，考试成绩无效。
    3.选择题答案，考生须用2B铅笔在答题卡上将所选答的信息点涂满涂黑。在填涂多选项题时，要保持同一道题目的几个涂黑点的黑度基本一致。
三、注意事项：
（一）用笔要求：
除题目要求外，非选择题区域使用0.5mm黑色签字笔，选择题区域信息点使用正规的2B铅笔选涂，不得使用红笔、钢笔或圆珠笔和其他标号的铅笔等作答。
（二）使用答题卡作答：
1. 所有答题必须在答题卡规定区域上完成，其他地方答题无效。
2. 答题卡填涂要规范，书写时字迹要工整、清晰、字距行距适当。
3. 如有作图题，考生可先用铅笔绘出图形，确认后还要用黑色签字笔描清楚，以保证扫描效果。
4. 如果因为个人原因更换答题卡，不得延长考试时间。
5. 答题卡上严禁使用涂改液、修正带。
（三）答题区域问题
1.答题卡的答题区域（黑色矩形边框）为每道题的答题范围，评卷时，电脑按答题区域（黑色矩形边框）分割，随机发给评卷老师评阅，答案必须写在答题区域内，不能超出答题区域（矩形边框），超出部份所填的答案一律无效。
2.答题不能“飞檐走壁”。常见的错误是：匆忙下笔，结果导致写不下，有的就索性写到考卷空白处，然后打一个指引号，这样会导致在考卷空白处所写的那部分内容无效。
（四）其他注意事项
1.严禁在答题卡的图像定位点（黑方块）周围做任何涂写标记，这是因为在图像处理过程中，计算机必须通过扫描软件根据图像定位点的定位将考生答题准确无误地生成特定的图像文件。
2.保持答题卡面清洁，不要将卡折叠、弄破，考生们要避免由于紧张而下意识地将答题卡折叠，因考生答题造成无法评阅的，后果由考生本人负责。
附件2：
考场规则
1.考前20分钟，考生凭有效居民身份证、准考证等证件进入规定的考场。
2.考生入场除必要的文具，如2B铅笔、0.5毫米的黑色墨水签字笔、橡皮擦、三角板、圆规等，禁止携带任何与考试无关的物品进入考场，严禁携带手机等各种通讯工具。考场内不得相互借用文具。
3.考生在参加数学教育专业的各门课程及高等数学(一)、高等数学(工专)、高等数学(工本)、线性代数等科目考试时，不允许携带计算器；其余有计算要求的课程，考生可携带简单且没有存储功能的计算器进入考场。
4.考生入场后，要按号入座，将本人身份证、准考证放在课桌座号贴旁，以便核验。不在规定的座位考试成绩无效。
5.统一开考信号发出后才能开始答题。
6.开考15分钟后考生不得进入考场，考试结束前30分钟方准交卷出场，交卷出场后不得再进场续考。
7.考生领到答题卡和试卷后，立刻检查卷卡印刷情况，无误后，在答题卡规定区域按照笔迹采集要求,准确誊抄相关内容，答题前在指定位置填写姓名、准考证号、座位号等信息。凡漏填、错填或字迹不清、无法辨认的试卷、答题卡一律作废,未按规定誊抄笔迹信息,取消成绩。
8.考生必须严格按要求用0.5毫米的黑色墨水签字笔和2B铅笔书写和填涂。答题卡上禁止使用涂改液和修正带，不得在规定区域外答题或使用规定以外的笔和纸答题，不准在答题卡上做任何与答题无关的标记, 不按要求作答的，其作答无效。
9.考生遇试卷、答题卡分发错误及试题字迹不清等问题可举手询问，监考人员应当众答复；涉及试题内容的疑问，不得向监考人员询问。
10.考生在考场内必须保持安静，严格遵守考场纪律，不准交头接耳、左顾右盼；不准偷看、抄袭；不准夹带、替考或换卷；不准吸烟。
11.考生离开考场必须交卷，不得携带试卷、答题卡和草稿纸离开考场。离开考场后不准在考场附近逗留和交谈。考试结束铃声响后考生应立即停止答题，并将试卷、答题卡、草稿纸整理好，待监考人员允许后方可离场。
12.考生应自觉服从监考人员管理，不得以任何理由妨碍监考人员进行正常工作。监考人员有权对考场内发生的问题按规定作出处理。对扰乱考场秩序、恐吓或威胁监考人员人身安全的考生将移交公安机关追究责任，并通知其所在单位。
13.对违纪、作弊的考生，将按照《国家教育考试违规处理办法》进行处理并记入考生诚信考试电子档案和毕业生登记表。涉嫌违法的，由考点或教育考试机构移送当地公安机关，按照《中华人民共和国刑法修正案（九）》及有关法规进行处理。
"
安徽省2019年10月高等教育自学考试补报名公告.txt,"[{'补报名': 1.0}, {'考生': 0.6719467231211671}, {'安徽省': 0.5565706321471837}, {'考试': 0.5199830556656214}, {'自学': 0.5184911076258747}]","  	应部分考生要求，经研究决定，对2019年10月自学考试进行一次补报名，补报名时间为2019年9月9日09:00-10日24:00。补报名网站为安徽省高等教育自学考试考生服务平台（网址：http://zk.ahzsks.cn/）。请广大考生相互转告，切勿再次错过报名时间。补报名具体操作事项参照我院之前发布的2019年10月份自考报名公告（https://www.ahzsks.cn/gdjyzxks/3353.htm）
  	安徽省教育招生考试院
  	2019年8月21日
"
